PublishedRecordId,Data de Criação,Data Alvo,Data Conclusão,Status,Prioridade,Título,Descrição,Responsável,Função,Origem,Local,Categoria,Tipo de Registro,Dias em Aberto,Atrasada?,Área LI,Macrotema LI,Tema específico,Voz do problema,Referência técnica,Exposição / perda potencial,Evidência textual,Confiança		
9424,2022-11-16,2022-11-25,2022-11-25,Closed,Medium (Ideally within 14 days),Identificação  de produto quimico,Melhorar a identificação do frasco burrifador do óleo ômega 3,Edenilson Massignan,PS Packaging Materials Factory,,,,Audit,8,NÃO,Área não identificada,Produtos Químicos,Identificação / FISPQ / validade,"Controle de identificação, FISPQ ou validade de produto químico",NR 26,Exposição química ou uso de produto inadequado,"produto quimico, oleo",Média		
9331,2022-11-09,2022-11-28,2023-05-04,Closed,Medium (Ideally within 14 days),Restaurar Condições Basicas do Equipamento Stretch Canudos,"""Ação 3		
Fábrica de Canudos - Aumentar o número de voltas na base do stretch""",Wesley Santos,PS Packaging Materials Factory,,,,Events,175,NÃO,Canudos,Manutenção e Confiabilidade,Condição básica do equipamento,Condição básica ou ajuste do equipamento inadequado,Manutenção Autônoma,Falha funcional ou incidente secundário,condicoes basicas,Média		
9329,2022-11-09,2022-11-28,2023-05-04,Closed,Medium (Ideally within 14 days),Criar Procedimento Fabrica de Canudos,"""Ação 1 		
Fábrica de Canudos deve criar um procedimento para acondicionar os paletes dentro da ante camara em dupla (lado a lado) e alinhados verticalmente""",Jardel Bohme,PS Packaging Materials Factory,,,,Events,175,NÃO,Warehouse / Doca,Movimentação de Materiais,Paletes / cargas,Palete ou carga em condição inadequada,NR 11,"Queda de carga, tombamento ou lesão por manuseio",palete,Alta		
9450,2022-11-17,2022-11-30,2022-11-21,Closed,Medium (Ideally within 14 days),Porta do Etiquetador e Cortador Strips,"Portas do etiquetador e do cortador de strips, ficam aberttas durante o processo, fazer um comunicado para que sejam mantidas fechadas após as verificações dos operadores.",Edenilson Massignan,PS Packaging Materials Factory,,,,Actions,3,NÃO,Área não identificada,5S e Organização,Identificação,"Item, local ou condição sem identificação",5S / Gestão Visual,"Uso, descarte ou armazenamento incorreto",etiqueta,Alta		
9062,2022-10-25,2022-11-30,2023-03-17,Closed,Low (Ideally within 30 days),Revisar o procedimento (look across),Ação derivada do look across: Revisar o procedimento e incluir sinalização e uso de luva em caso de quebra de papel,Jesus Junior,PS Packaging Materials Factory,,,,Actions,142,NÃO,Área não identificada,EPI,Uso / disponibilidade,"EPI ausente, inadequado ou não utilizado",NR 6,Exposição direta ao perigo,luva,Alta		
9446,2022-11-17,2022-12-09,2022-11-28,Closed,Low (Ideally within 30 days),Bancada de Nips,"Bancada de Nips desorganizadas, com excesso de objetos",William Silva,PS Packaging Materials Factory,,,,Audit,10,NÃO,Área não identificada,5S e Organização,Organização do posto,Posto ou área desorganizada,5S,"Obstrução, perda de eficiência ou acidente","desorganiz, excesso de objetos",Média		
1983,2022-01-18,2022-12-10,2023-05-04,Closed,Low (Ideally within 30 days),Padronizar dispositivo Clamp (SAUR) mesmo acessório igual da empilhadeira Tatiana,Padronizar dispositivo Clamp (SAUR) mesmo acessório igual da empilhadeira Tatiana,Leticia Rosa,PS Packaging Materials Factory,,,,Events,470,NÃO,Warehouse / Doca,Movimentação de Materiais,Empilhadeira / veículo industrial,Condição ou operação insegura de empilhadeira,NR 11,"Atropelamento, colisão ou tombamento",empilhadeira,Alta		
10697,2023-01-31,2022-12-16,2024-10-25,Closed,Low (Ideally within 30 days),"Orientar a portaria para verificar se o motorista está na lista motorista nota 10, caso não deverá proibir a entrada do veículo","Orientar a portaria para verificar se o motorista está na lista motorista nota 10, caso não deverá proibir a entrada do veículo",,PS Packaging Materials Factory,,,,Events,632,NÃO,Área não identificada,Procedimentos e Capacitação,Treinamento / comunicação,"Necessidade de treinamento, orientação ou comunicação",Sistema de Gestão,Falha de conhecimento ou comportamento inseguro,orientar,Alta		
10694,2023-01-31,2022-12-16,2023-01-31,Closed,Low (Ideally within 30 days),Informar a transportadora Tomasi sobre o acidente e ações tomadas,Informar a transportadora Tomasi sobre o acidente e ações tomadas,Paula Tome,PS Packaging Materials Factory,,,,Events,-1,NÃO,Área não identificada,Procedimentos e Capacitação,Comunicação / reforço comportamental,Reforço de comunicação ou prática segura,Sistema de Gestão,Reincidência por falha de comunicação,informar,Média		
10693,2023-01-31,2022-12-16,2023-01-31,Closed,Low (Ideally within 30 days),Reforçar com as transportadoras a obrigatoriedade de portar e utilizar os EPIs durante a permanência na Tetra Pak,Reforçar com as transportadoras a obrigatoriedade de portar e utilizar os EPIs durante a permanência na Tetra Pak,Paula Tome,PS Packaging Materials Factory,,,,Events,-1,NÃO,Área não identificada,EPI,Uso / disponibilidade,"EPI ausente, inadequado ou não utilizado",NR 6,Exposição direta ao perigo,epi,Alta		
10078,2022-12-16,2022-12-16,2023-02-10,Closed,High (Ideally within 7 days),Rebocar caminhão da Transportadora Transmulheres até area externa da Tetra Pak para Manutenção,"1 - Desengatar o cavalo 1 da carreta , baixar os pé de apoio da carreta com auxilio do trailer stand.		
2 - O Guincho deverá acoplar o gancho de reboque no cavalo 1		
3 - Isolar a area onde a carreta ficará desengatada		
4 - Assim que terminar a atividade favor dar baixa nessa ação",Gerson Pires,PS Packaging Materials Factory,,,,Work Safety Assessment,55,NÃO,Manutenção / Usinagem,Movimentação de Materiais,Elevação / içamento,Controle inadequado em içamento ou elevação de cargas,NR 11,"Queda de carga, esmagamento ou colisão",guincho,Média		
9622,2022-11-25,2022-12-22,2023-04-03,Closed,Low (Ideally within 30 days),Solicitar aplicação de anti derapante na faixa de pedestre,Solicitar aplicação de anti derapante nas faixas de pedestres pintadas,Marcos Empk,PS Additional Materials Factory,,,,Events,128,NÃO,Área não identificada,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",faixa de pedestre,Alta		
10191,2022-12-21,2022-12-23,2022-12-26,Closed,Low (Ideally within 30 days),Organizar a área da Laminadora 25,"Retirar os panos e luvas que estão espalhados pela máquina, retirar o excesso de balde, caixa de Pe",Ivan Zacarias,PS Packaging Materials Factory,,,,Audit,4,NÃO,Laminação,EPI,Uso / disponibilidade,"EPI ausente, inadequado ou não utilizado",NR 6,Exposição direta ao perigo,luva,Alta		
9448,2022-11-17,2022-12-23,2022-11-28,Closed,Low (Ideally within 30 days),Higienizador Alcoól 70%,"Incluir na Fispq dos processos, o Produto químico Alcoól 70% utilizados  dentro da produção.",Igor Almeida,PS Packaging Materials Factory,,,,Audit,10,NÃO,Área não identificada,Produtos Químicos,Contenção / impermeabilização,Área química sem contenção adequada,NR 20 / NR 26,Derramamento e contaminação,"fispq, alcool 70",Média		
9447,2022-11-17,2022-12-23,2022-12-15,Closed,Low (Ideally within 30 days),Mangueira do PE reprocessado,"Mangueira do PE Reprocessado amassada e danificada, efetuar a troca da mangueira",Paulo Soares,PS Packaging Materials Factory,,,,Actions,27,NÃO,Área não identificada,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
9625,2022-11-25,2022-12-25,2022-12-15,Closed,Low (Ideally within 30 days),Definir local de armazenamento de rolo setup,Definir local de armazenamento de rolo setup e realizar a demarcação do piso,Edenilson Massignan,PS Packaging Materials Factory,,,,Events,19,NÃO,Área não identificada,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",demarcacao,Alta		
10215,2022-12-22,2022-12-26,2023-01-06,Closed,Low (Ideally within 30 days),Fita de isolamento de área da Laminadora 25,Criar um comunicado sobre a importancia do isolamento da area e orientar todo os operadores,Edenilson Massignan,PS Packaging Materials Factory,,,,Audit,14,NÃO,Laminação,Procedimentos e Capacitação,Procedimento / padrão operacional,"Procedimento inexistente, incompleto ou desatualizado",Sistema de Gestão,Execução inconsistente ou exposição não controlada,iar,Alta		
9060,2022-10-25,2022-12-27,2023-03-17,Closed,Low (Ideally within 30 days),Implementar sinalização nas cortadeiras (look across),Ação derivada do look across: Implementar sinalização de obrigatoriedade do uso de luva aço flex para entrar na área de facas,Jesus Junior,PS Packaging Materials Factory,Safety improvement Project,,,,142,NÃO,Cortadeiras,EPI,Uso / disponibilidade,"EPI ausente, inadequado ou não utilizado",NR 6,Exposição direta ao perigo,luva,Alta		
9452,2022-11-17,2022-12-29,2022-12-15,Closed,Medium (Ideally within 14 days),Movimntação de rolos no Buffer,"Rolos no buffer sendo rolados com as mãos, onde deve ser utilizado o easy mover, fazer um comunicado e repassado aos operadores, para que seja seguido as instruções de melhor prática de segurança.",Edenilson Massignan,PS Packaging Materials Factory,,,,Audit,27,NÃO,Área não identificada,Movimentação de Materiais,Empilhadeira / veículo industrial,Condição ou operação insegura de empilhadeira,NR 11,"Atropelamento, colisão ou tombamento",easy mover,Alta		
10223,2022-12-22,2023-01-06,2023-01-17,Closed,Low (Ideally within 30 days),Boas práticas,"Fazer um comunicado e reforçar com a operação, a necessidade e oportunidades de seguir a regra de: Passar as caçambas vazias para o proximo turno, não deixar caçambas cheias para o turno seguinte.",RomuloAndre Pereira,PS Packaging Materials Factory,,,,Audit,25,NÃO,Área não identificada,Procedimentos e Capacitação,Comunicação / reforço comportamental,Reforço de comunicação ou prática segura,Sistema de Gestão,Reincidência por falha de comunicação,"comunicado, reforcar",Média		
10219,2022-12-22,2023-01-06,2023-01-27,Closed,Medium (Ideally within 14 days),Alarmes de emergência (Evacuação),"Funcionário com dúvidas sobre os sinais sonoros de emergência (Entendimento ), fazer uma reciclagem com os operadores.",Igor Almeida,PS Packaging Materials Factory,,,,Audit,35,NÃO,Área não identificada,Procedimentos e Capacitação,Treinamento / reciclagem,Treinamento ou reciclagem operacional necessário,Sistema de Gestão,Erro operacional por conhecimento insuficiente,reciclagem,Média		
10217,2022-12-22,2023-01-13,2022-12-27,Closed,Low (Ideally within 30 days),Plataforma de troca de filtros,"Rodas da plataforma de filtros desalinhadas, fazer os reparos de condições Básicas",Edenilson Massignan,PS Packaging Materials Factory,,,,Audit,4,NÃO,Área não identificada,Infraestrutura,Plataforma / estrutura móvel,Plataforma ou estrutura móvel requer reparo,NR 8,Queda ou instabilidade,"plataforma, rodas",Média		
10696,2023-01-31,2023-01-16,2023-06-07,Closed,Low (Ideally within 30 days),Treinamento para os vigilantes (incluir fotos para identificarem se tem madeirites no interior do veículo nas grades da lateral do caminhão)	,Treinamento para os vigilantes (incluir fotos para identificarem se tem madeirites no interior do veículo nas grades da lateral do caminhão)	,Douglas Valler,PS Packaging Materials Factory,,,,Events,126,NÃO,Área não identificada,5S e Organização,Identificação,"Item, local ou condição sem identificação",5S / Gestão Visual,"Uso, descarte ou armazenamento incorreto",identificar,Alta
10695,2023-01-31,2023-01-20,2023-01-31,Closed,Low (Ideally within 30 days),Revisão do formulário motorista nota 10,"Revisão do formulário motorista nota 10, que inclusive deve conter que o motorista não pode realizar nenhuma atividade na empresa",Rodrigo Martins,PS Packaging Materials Factory,,,,Events,-1,NÃO,Área não identificada,Movimentação de Materiais,Veículos / transporte,Condição ou gestão de veículo/transportadora inadequada,NR 11 / Trânsito interno,"Colisão, falha mecânica ou atropelamento",motorista,Média		
10549,2023-01-18,2023-01-25,2023-01-18,Closed,High (Ideally within 7 days),Instalar uma trava no portão,Precisa ser instalado uma trava pneumática no portão,Elsithon Andrade,PS Packaging Materials Factory,,,,Events,-1,NÃO,Área não identificada,Segurança de Máquinas,Fixação / trava de segurança,"Trava, fixação ou retenção de componente inadequada",NR 12,Liberação inesperada ou projeção de componente,trava,Média		
10654,2023-01-26,2023-01-27,2023-02-03,Closed,High (Ideally within 7 days),desorganização,"Área da laminadora 25 desorganizada, fazer a organização da área conforme as fotos em anexo",Igor Almeida,PS Packaging Materials Factory,,,,Audit,7,NÃO,Laminação,5S e Organização,Organização do posto,Posto ou área desorganizada,5S,"Obstrução, perda de eficiência ou acidente",desorganiz,Média		
10651,2023-01-26,2023-01-27,2023-02-03,Closed,Very High (Immediately),Produto de teste de Molhabilidade,"Produto de teste de Molhabilidade do alumínio vencida, efetuar a atualização.",LuisCarlos Perugine,PS Packaging Materials Factory,,,,Audit,7,NÃO,Área não identificada,Produtos Químicos,Contenção / impermeabilização,Área química sem contenção adequada,NR 20 / NR 26,Derramamento e contaminação,molhabilidade,Média		
10224,2022-12-22,2023-01-30,2023-01-30,Closed,Low (Ideally within 30 days),Reforma das caçambas de Borra,"Caçambas de Borra de PE, danificadas, com rebarbas, enferrujadas, placas soltas e tortas, levantar orçamento para reforma das caçambas.",Marcelo Zampieri,PS Packaging Materials Factory,,,,Audit,38,NÃO,Área não identificada,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
10701,2023-01-31,2023-01-31,2023-03-16,Closed,Low (Ideally within 30 days),Revisar atividades no IAR,Revisar atividades no IAR de retirada do eixo da máquina,Herivelton Silva,PS Packaging Materials Factory,,,,Events,43,NÃO,Área não identificada,Procedimentos e Capacitação,Procedimento / padrão operacional,"Procedimento inexistente, incompleto ou desatualizado",Sistema de Gestão,Execução inconsistente ou exposição não controlada,iar,Alta		
10700,2023-01-31,2023-01-31,2023-04-05,Closed,Low (Ideally within 30 days),Colocar freio nas rodas do carrinho,Colocar freio nas rodas do carrinho,Petre Bueno,PS Packaging Materials Factory,,,,Events,63,NÃO,Área não identificada,Movimentação de Materiais,Carrinhos / dispositivos,Carrinho ou dispositivo de movimentação inadequado,NR 11 / Ergonomia,"Colisão, esforço excessivo ou queda de material",carrinho,Alta		
10699,2023-01-31,2023-01-31,2023-03-15,Closed,Low (Ideally within 30 days),Enviar uma CI para todo time orientando uma forma segura de realizar a troca,Enviar uma CI para todo time orientando uma forma segura de realizar a troca,Petre Bueno,PS Packaging Materials Factory,,,,Events,42,NÃO,Área não identificada,Procedimentos e Capacitação,Procedimento / padrão operacional,"Procedimento inexistente, incompleto ou desatualizado",Sistema de Gestão,Execução inconsistente ou exposição não controlada,iar,Alta		
10698,2023-01-31,2023-01-31,2023-03-16,Closed,Low (Ideally within 30 days),Criar procedimento com a forma correta de realizar a troca do eixo ( rolo de set up ),Criar procedimento com a forma correta de realizar a troca do eixo ( rolo de set up ),Herivelton Silva,PS Packaging Materials Factory,,,,Events,43,NÃO,Área não identificada,Procedimentos e Capacitação,Procedimento / padrão operacional,"Procedimento inexistente, incompleto ou desatualizado",Sistema de Gestão,Execução inconsistente ou exposição não controlada,"procedimento, iar",Alta		
10691,2023-01-31,2023-01-31,2023-01-31,Closed,Low (Ideally within 30 days),Informar as transportadoras para manter os veículos  vazios (sem madeirites nas laterais) sob gestão do time SCCT,Informar as transportadoras para manter os veículos  vazios (sem madeirites nas laterais) sob gestão do time SCCT,Paula Tome,PS Packaging Materials Factory,,,,Events,-1,NÃO,Área não identificada,Procedimentos e Capacitação,Comunicação / reforço comportamental,Reforço de comunicação ou prática segura,Sistema de Gestão,Reincidência por falha de comunicação,informar,Média		
10690,2023-01-31,2023-01-31,2023-01-31,Closed,Low (Ideally within 30 days),Incluir item no check list para não permitir caminhões com madeiras no interior de veículo,Incluir item no check list para não permitir caminhões com madeiras no interior de veículo,ClaudioFernandes DeCampos,PS Packaging Materials Factory,,,,Events,-1,NÃO,Área não identificada,Movimentação de Materiais,Veículos / transporte,Condição ou gestão de veículo/transportadora inadequada,NR 11 / Trânsito interno,"Colisão, falha mecânica ou atropelamento",veiculo,Média		
10665,2023-01-27,2023-01-31,2023-02-06,Closed,Low (Ideally within 30 days),Manta de Içar danificada,"Manta de içamento de alumínio, danificada, fazer o descarte da mesma, pois temos uma reserva no armário do porão da Laminadora",Leandro Silva,PS Packaging Materials Factory,,,,Audit,9,NÃO,Laminação,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução",descarte,Alta		
10664,2023-01-27,2023-01-31,2023-01-30,Closed,High (Ideally within 7 days),Suporte de lâminas cheio,"Suporte de Lâminas, cheio, fazer o descarte das Lãminas junto ao posto do tecnico prevencinista.",Igor Almeida,PS Packaging Materials Factory,,,,Audit,2,NÃO,Área não identificada,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução",descarte,Alta		
10653,2023-01-26,2023-01-31,2023-02-03,Closed,High (Ideally within 7 days),Área bloqueada com equipamentos,Área bloqueada com caixas de cilindros e peças em locais que atrapalham a operação na execução dos trabalhos,AnaHelena Pereira,PS Packaging Materials Factory,,,,Audit,7,NÃO,Área não identificada,Manutenção e Confiabilidade,Componente danificado / condição básica,Componente físico danificado ou condição básica degradada,Manutenção,Falha funcional ou risco secundário,cilindro,Média		
10220,2022-12-22,2023-01-31,2023-01-18,Closed,Low (Ideally within 30 days),Kit primeiros socorros e Macas,"Atualizar os operadores da Laminadora, sobre a ausência do KIT de primeiros socorros e da Maca, na área de laminação.",Elsithon Andrade,PS Packaging Materials Factory,,,,Audit,26,NÃO,Laminação,Resposta a Emergências,Primeiros socorros,Recurso de primeiros socorros ausente ou inadequado,Plano de Emergência,Resposta inicial insuficiente,"primeiros socorros, maca, kit",Média		
10218,2022-12-22,2023-01-31,2023-01-05,Closed,Low (Ideally within 30 days),Caçambas de Borra de PE,"Fazer levantamento das rodas danificadas e Trocar as rodas  das caçambas de Borra de PE, sá várias caçambas",Marcelo Zampieri,PS Packaging Materials Factory,,,,Audit,13,NÃO,Área não identificada,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
10216,2022-12-22,2023-01-31,2023-03-17,Closed,Low (Ideally within 30 days),Residuos de aluminio e Pe com oleo de exaustão,Criar um padrão de coleta e descarte dos residuos contaminados com oleo de exaustão,Leandro Thomaz,PS Packaging Materials Factory,,,,Audit,84,NÃO,Área não identificada,5S e Organização,Descarte / resíduos,Descarte ou segregação de resíduos inadequados,5S / Resíduos,"Contaminação, incêndio ou obstrução","descarte, residuo",Alta		
10236,2022-12-22,2023-02-01,2023-03-13,Closed,Low (Ideally within 30 days),Galão de agua em excesso,Definir quantidade maxima de galões na area demarcada e fazer um informativo de da quantidade,Abelardo Santos,PS Packaging Materials Factory,,,,Audit,80,NÃO,Área não identificada,5S e Organização,Demarcação,Local requer demarcação visual,5S / Gestão Visual,Conflito de fluxo ou armazenamento incorreto,area demarcada,Média		
10214,2022-12-22,2023-02-01,2022-12-27,Closed,Low (Ideally within 30 days),Cinta de auxilio para passagem da alça da manta de içar aluminio na caixa,Comprar um cinta adequada para auxiliar a passagem da alça da manta de içar Aluminio,Abelardo Santos,PS Packaging Materials Factory,,,,Audit,4,NÃO,Área não identificada,Procedimentos e Capacitação,Procedimento / padrão operacional,"Procedimento inexistente, incompleto ou desatualizado",Sistema de Gestão,Execução inconsistente ou exposição não controlada,iar,Alta		
10657,2023-01-27,2023-02-03,2023-05-04,Closed,Low (Ideally within 30 days),Caixa Eletrica com Tampa Solta - Doca 4,"Foi observado uma tampa da caixa de caixa eletrica solta ao lado da doca 4 . 		
		
Abrir um chamado para a Sodexo",Kleber Moreira,PS Packaging Materials Factory,,,,Audit,96,NÃO,Warehouse / Doca,Infraestrutura,Estrutura / manutenção predial,Condição predial ou estrutural inadequada,NR 8,"Queda de objeto, infiltração ou degradação",tampa,Alta		
10662,2023-01-27,2023-02-10,2023-02-06,Closed,Low (Ideally within 30 days),Bolso da calça descosturada,Entrar em contato com responsável dos uniformes de produção e levantar o ponto falho nos uniformes.,Abelardo Santos,PS Packaging Materials Factory,,,,Audit,9,NÃO,Área não identificada,EPI,Uniforme / vestimenta,Uniforme ou vestimenta de proteção danificada,NR 6,Exposição ou perda de proteção,"uniforme, bolso da calca",Média		
10661,2023-01-27,2023-02-10,2023-04-04,Closed,Low (Ideally within 30 days),Lona da porta da ante câmara solta,"Lona da porta da ante câmara solta , ante câmara de saida de rolo do Embobinador  da laminadora 25.		
		
Abrir chamado para Sodexo",Leandro Thomaz,PS Packaging Materials Factory,,,,Audit,66,NÃO,Laminação,Movimentação de Materiais,Paletes / cargas,Palete ou carga em condição inadequada,NR 11,"Queda de carga, tombamento ou lesão por manuseio",bobina,Alta		
10652,2023-01-26,2023-02-10,2023-04-04,Closed,Medium (Ideally within 14 days),preenchimento e execução do: MIN DE SEGURANÇA \ CHECK LIST PALETEIRAS E IÇAMENTO,Reciclagem da informação e da importância do preenchimento dos check list diariamente nos 3 turnos,Leandro Thomaz,PS Packaging Materials Factory,,,,Audit,67,NÃO,Warehouse / Doca,Movimentação de Materiais,Paletes / cargas,Palete ou carga em condição inadequada,NR 11,"Queda de carga, tombamento ou lesão por manuseio",palete,Alta		
10952,2023-02-19,2023-02-24,2023-03-17,Closed,Medium (Ideally within 14 days),Carro nip fora da area,Carrinho de transporte de CILINDRO NIP fora da area demarcada,Ricardo Almeida,PSE MSCI (Manufacturing & Supply Chain Integration),Safety Observation,,,,25,NÃO,Área não identificada,Movimentação de Materiais,Carrinhos / dispositivos,Carrinho ou dispositivo de movimentação inadequado,NR 11 / Ergonomia,"Colisão, esforço excessivo ou queda de material",carrinho,Alta		
10951,2023-02-19,2023-02-24,2023-04-05,Closed,High (Ideally within 7 days),Caixa de PE com a tampa aberta,caixa de pe sem uso no momento com a tampa aberta,Ederson Oliveira,PSE MSCI (Manufacturing & Supply Chain Integration),Legal Requirements,,,,44,NÃO,Área não identificada,Infraestrutura,Estrutura / manutenção predial,Condição predial ou estrutural inadequada,NR 8,"Queda de objeto, infiltração ou degradação",tampa,Alta		
10666,2023-01-27,2023-02-24,2023-04-05,Closed,Low (Ideally within 30 days),Falhas na execução dos Check Lists,Fazer um plano de acompanhamento dos Check Lists de Paleteiras e de Içamento de cargas,RomuloAndre Pereira,PS Packaging Materials Factory,,,,Audit,67,NÃO,Warehouse / Doca,Movimentação de Materiais,Paletes / cargas,Palete ou carga em condição inadequada,NR 11,"Queda de carga, tombamento ou lesão por manuseio",palete,Alta		
10663,2023-01-27,2023-02-24,2023-01-31,Closed,Low (Ideally within 30 days),Suporte quebrado,"Mangueira de ar do Queimador e Laminador 1 quebrado, não enrolando a mangueira.",Anderson Barboza,PS Packaging Materials Factory,,,,Audit,3,NÃO,Área não identificada,Manutenção e Confiabilidade,Componente danificado / defeituoso,Falha física ou necessidade de manutenção,Manutenção,Falha funcional ou acidente secundário,quebrado/danificado/solto,Média		
16567,2023-11-24,2023-02-28,2024-04-30,Closed,Low (Ideally within 30 days),Troca da lampada de emergencia sala de produto acabado,"Durante o SHE tour do dia 24/11 foi detectado mal funcionamento da lampada, feito abertura da nota no Wandoo",Moises Leao,,Safety Observation,,Laboratory,,157,NÃO,Utilidades,Infraestrutura,Iluminação de emergência,Iluminação de emergência com falha,NR 23,Evacuação prejudicada,lampada de emergencia,Média		
10704,2023-01-31,2023-02-28,2023-05-04,Closed,Low (Ideally within 30 days),Demarcação de Piso e Aérea - Area de Tubos,"1 - Demarcação do piso e demarcação aérea para o novo equipamento ( Maquina de Cortar Tubo)		
2 - Demarcação no piso para a caçamba de tubos cortados		
3 - Reinstalar a placa de identificação aérea do tubo 1568",AdsonSacramento daSilva,PS Packaging Materials Factory,,,,Audit,92,NÃO,Área não identificada,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",demarcacao,Alta		
10703,2023-01-31,2023-02-28,2023-04-03,Closed,Low (Ideally within 30 days),Filtro de PE em local inadequado,"Durante o She Tour , foi observado que havia uma tela do filtro que é utilizado no silo de PE , foi deixado no chão e sem demarcação .",Marcos Empk,PS Packaging Materials Factory,,,,Audit,61,NÃO,Área não identificada,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",demarcacao,Alta		
10692,2023-01-31,2023-02-28,2023-06-07,Closed,Low (Ideally within 30 days),Informar as transportadoras para manter veículos vazios (sem madeirites nas laterais) sob gestão do time Rodrigo Fernandez,"1.1 Informar as transportadoras para manter veículos vazios (sem madeirites nas laterais) sob gestão do time Rodrigo Fernandez		
Ação derivada do Acidente da transportadora Tomasi",Douglas Valler,PS Packaging Materials Factory,,,,Events,126,NÃO,Área não identificada,Procedimentos e Capacitação,Comunicação / reforço comportamental,Reforço de comunicação ou prática segura,Sistema de Gestão,Reincidência por falha de comunicação,informar,Média		
12066,2023-03-02,2023-03-03,2023-05-04,Closed,Medium (Ideally within 14 days),Retirar as caçambas menores de operação,Retirar as caçambas menores de operação,Jardel Bohme,PS Packaging Materials Factory,,,,Events,62,NÃO,Área não identificada,Movimentação de Materiais,Dispositivo / carga,"Dispositivo, carga ou acessório de movimentação inadequado",NR 11,Queda de carga ou esmagamento,"cacamba, cacamba",Média		
10949,2023-02-19,2023-03-06,2023-04-05,Closed,Medium (Ideally within 14 days),Equipamento de Manutenção em local incorreto,Manutenção deixando material embaixo da mesa e dentro da salada de operação da laminadora 25,Tiago Pires,PSE MSCI (Manufacturing & Supply Chain Integration),Safety improvement Project,,,,44,NÃO,Laminação,5S e Organização,Localização / armazenamento,"Materiais, ferramentas ou equipamentos fora do local padrão",5S,"Obstrução, perda de controle ou acidente","local incorreto, equipamento de manutencao",Média		
12356,2023-03-16,2023-03-16,2023-05-08,Closed,Low (Ideally within 30 days),Organizar área do bebedouro desorganizada,"Organizar área do bebedouro , excesso de copos e galões fora da área de local adequado",Cezar Monteiro,PS Packaging Materials Factory,,,,Audit,52,NÃO,Área não identificada,5S e Organização,Organização do posto,Posto ou área desorganizada,5S,"Obstrução, perda de eficiência ou acidente","desorganiz, excesso de copos, fora da area",Média		
12401,2023-03-17,2023-03-17,2023-05-08,Closed,Low (Ideally within 30 days),CAIXA DE FITA NO KANBAN,"CAIXAS DE FITA NO PISO , COM EXCESSO DE FITA",Cezar Monteiro,PS Packaging Materials Factory,,,,Audit,51,NÃO,Área não identificada,5S e Organização,Local definido / armazenamento,Item sem local definido ou armazenado inadequadamente,5S / Gestão Visual,"Obstrução, dano ou perda de controle","caixa de fita, kanban",Média		
12529,2023-03-23,2023-03-23,2023-03-28,Closed,Low (Ideally within 30 days),Rebobinadeira,mngueira de plh danificada,,PS Packaging Materials Factory,,,,Audit,4,NÃO,Área não identificada,Movimentação de Materiais,Paletes / cargas,Palete ou carga em condição inadequada,NR 11,"Queda de carga, tombamento ou lesão por manuseio",bobina,Alta		
12367,2023-03-17,2023-03-24,2023-03-17,Closed,Low (Ideally within 30 days),Tv WCM em local inadequado,Tv utilizada pelo WCM está armazenada em local inadequado,Marcelo Sousa,PS Packaging Materials Factory,,,,Audit,-1,NÃO,Área não identificada,5S e Organização,Local definido / armazenamento,Item sem local definido ou armazenado inadequadamente,5S / Gestão Visual,"Obstrução, dano ou perda de controle",armazenada,Média		
12679,2023-03-30,2023-03-30,2023-03-30,Closed,Low (Ideally within 30 days),Bobina na faixa de pedestre,"Durante o She Tour foi identificado a bobina sob a faixa de pedestre		
Ação - Solicitar ao operador para retirar a mesma e orientado a deixar sempre as bobinas em locais que não seja sob a faixa",RenatoLuiz Santos,PS Packaging Materials Factory,,,,Audit,-1,NÃO,Área não identificada,5S e Organização,Demarcação,Falta ou inadequação de demarcação,5S / Gestão Visual,"Conflito de fluxo, obstrução ou armazenamento incorreto",faixa de pedestre,Alta		
